experiment_id,batch_id,time_min,temperature_c,ph,concentration_mg_L,dissolved_oxygen_%,absorbance_600nm,growth_rate,foam_level
EXP_068,BATCH_B,615,36.93,6.89,49.3,33.35,0.988,0.934,10
EXP_068,BATCH_B,630,37.05,6.82,54.54,32.86,1.096,0.924,10
EXP_068,BATCH_B,645,36.92,6.8,57.61,24.42,1.173,1.001,10
EXP_068,BATCH_B,660,36.94,6.69,64.8,4.76,1.296,1.398,10
EXP_068,BATCH_B,675,37.03,6.71,73.24,0.32,1.453,1.401,10
EXP_068,BATCH_B,690,36.91,6.59,79.1,9.52,1.576,1.107,10
EXP_068,BATCH_B,705,37.08,6.54,83.8,7.54,1.674,1.135,10
EXP_068,BATCH_B,720,36.9,6.57,89.75,0.0,1.803,1.351,10
EXP_068,BATCH_B,735,36.84,6.46,96.68,0.0,1.944,1.374,10
EXP_068,BATCH_B,750,37.19,6.36,103.57,0.0,2.078,1.22,10
EXP_068,BATCH_B,765,36.91,6.39,109.23,0.0,2.188,1.142,10
EXP_068,BATCH_B,780,37.0,6.31,116.33,0.0,2.306,1.304,10
EXP_068,BATCH_B,795,36.95,6.26,122.52,0.0,2.449,1.355,10
EXP_068,BATCH_B,810,36.89,6.21,129.12,0.0,2.577,1.125,10
EXP_068,BATCH_B,825,37.1,6.12,133.04,0.0,2.674,1.003,10
EXP_068,BATCH_B,840,37.03,6.24,138.68,0.0,2.778,1.231,10
EXP_068,BATCH_B,855,37.17,6.12,146.1,0.0,2.92,1.037,10
EXP_068,BATCH_B,870,37.06,6.02,149.48,0.0,2.985,1.009,10
EXP_068,BATCH_B,885,37.14,6.0,155.67,0.0,3.122,0.957,10
EXP_068,BATCH_B,900,37.03,5.95,158.86,9.93,3.177,0.484,10
EXP_068,BATCH_B,915,37.06,6.01,160.58,0.0,3.219,0.743,10
EXP_068,BATCH_B,930,36.93,5.9,165.96,0.0,3.325,0.91,10
EXP_068,BATCH_B,945,36.77,5.83,169.38,0.0,3.401,0.636,10
EXP_068,BATCH_B,960,36.75,5.81,173.33,8.92,3.453,0.335,8
EXP_068,BATCH_B,975,37.04,5.84,173.25,1.39,3.468,0.557,10
EXP_068,BATCH_B,990,37.11,5.81,178.47,0.0,3.564,0.662,10
EXP_068,BATCH_B,1005,36.98,5.68,179.99,12.89,3.601,0.305,8
EXP_068,BATCH_B,1020,37.03,5.72,181.21,3.6,3.625,0.414,9
EXP_068,BATCH_B,1035,36.92,5.81,184.95,10.98,3.683,0.265,6
EXP_068,BATCH_B,1050,37.0,5.8,185.04,20.37,3.678,0.147,4
EXP_068,BATCH_B,1065,36.87,5.76,185.96,4.71,3.713,0.381,8
EXP_068,BATCH_B,1080,37.17,5.75,186.73,8.51,3.754,0.285,6
EXP_068,BATCH_B,1095,36.98,5.73,189.33,13.44,3.77,0.183,4
EXP_068,BATCH_B,1110,36.98,5.72,190.17,22.32,3.791,0.0,2
EXP_068,BATCH_B,1125,37.0,5.7,187.74,12.67,3.766,0.242,6
EXP_068,BATCH_B,1140,37.1,5.65,191.35,13.67,3.839,0.151,4
EXP_068,BATCH_B,1155,36.96,5.75,190.0,21.47,3.796,0.0,1
EXP_068,BATCH_B,1170,37.06,5.73,189.06,2.01,3.801,0.342,8
EXP_068,BATCH_B,1185,36.98,5.74,193.36,1.2,3.864,0.431,10
EXP_068,BATCH_B,1200,36.93,5.68,194.31,19.59,3.887,0.0,1
EXP_068,BATCH_B,1215,37.2,5.63,192.57,19.9,3.837,0.009,1
EXP_068,BATCH_B,1230,36.93,5.78,194.0,7.33,3.889,0.21,5
EXP_068,BATCH_B,1245,37.21,5.62,193.54,22.27,3.879,0.0,1
EXP_068,BATCH_B,1260,37.01,5.68,194.33,18.52,3.885,0.037,2
EXP_068,BATCH_B,1275,36.95,5.52,193.98,20.97,3.886,0.0,1
EXP_068,BATCH_B,1290,36.92,5.7,192.87,23.62,3.856,0.0,1
EXP_068,BATCH_B,1305,36.86,5.75,194.5,10.52,3.886,0.17,4
EXP_068,BATCH_B,1320,37.05,5.65,194.45,13.36,3.89,0.116,4
EXP_068,BATCH_B,1335,36.96,5.66,195.21,19.21,3.909,0.0,1
EXP_068,BATCH_B,1350,36.97,5.65,194.74,17.33,3.883,0.05,2
EXP_068,BATCH_B,1365,37.12,5.74,196.02,17.86,3.919,0.063,2
EXP_068,BATCH_B,1380,37.14,5.71,194.36,20.25,3.896,0.0,2
EXP_068,BATCH_B,1395,37.12,5.65,194.98,12.41,3.914,0.107,3
EXP_068,BATCH_B,1410,37.02,5.67,195.94,15.19,3.917,0.105,3
EXP_068,BATCH_B,1425,36.99,5.58,196.8,22.04,3.935,0.0,1
EXP_068,BATCH_B,1440,37.01,5.68,194.78,21.69,3.908,0.0,1
EXP_068,BATCH_B,1455,36.93,5.61,194.27,18.7,3.885,0.0,1
EXP_068,BATCH_B,1470,36.93,5.68,195.73,9.76,3.905,0.198,5
EXP_068,BATCH_B,1485,37.0,5.6,196.51,20.74,3.924,0.0,1
EXP_068,BATCH_B,1500,36.89,5.66,194.7,19.48,3.9,0.0,1
EXP_068,BATCH_B,1515,36.94,5.65,196.13,17.8,3.911,0.059,2
EXP_068,BATCH_B,1530,37.0,5.77,195.14,22.8,3.911,0.0,1
EXP_068,BATCH_B,1545,37.02,5.7,194.1,19.91,3.871,0.0,1
EXP_068,BATCH_B,1560,36.94,5.7,194.37,13.76,3.885,0.162,5
EXP_068,BATCH_B,1575,37.01,5.73,195.5,4.66,3.904,0.264,7
EXP_068,BATCH_B,1590,36.94,5.72,196.58,19.96,3.938,0.0,1
EXP_068,BATCH_B,1605,36.88,5.58,194.73,20.82,3.902,0.0,1
EXP_068,BATCH_B,1620,37.0,5.67,196.52,17.84,3.92,0.097,3
EXP_068,BATCH_B,1635,36.92,5.66,196.63,19.32,3.921,0.0,1
EXP_068,BATCH_B,1650,37.11,5.71,194.88,19.66,3.9,0.024,2
EXP_068,BATCH_B,1665,37.0,5.7,196.02,16.94,3.926,0.073,3
EXP_068,BATCH_B,1680,37.05,5.79,195.67,18.54,3.915,0.0,2
EXP_068,BATCH_C,0,37.19,7.0,1.82,97.23,0.045,0.0,1
EXP_068,BATCH_C,15,37.1,7.08,2.31,95.97,0.045,0.0,1
EXP_068,BATCH_C,30,37.14,7.1,0.93,96.13,0.045,0.0,1
EXP_068,BATCH_C,45,36.92,7.08,1.83,94.58,0.045,0.058,2
EXP_068,BATCH_C,60,36.95,7.08,2.37,96.2,0.057,0.0,2
EXP_068,BATCH_C,75,36.82,7.02,2.17,96.51,0.045,0.0,1
EXP_068,BATCH_C,90,36.9,7.1,1.65,97.01,0.045,0.0,1
EXP_068,BATCH_C,105,37.12,7.09,2.36,97.08,0.045,0.0,1
EXP_068,BATCH_C,120,36.94,7.17,3.67,100.0,0.045,0.0,1
EXP_068,BATCH_C,135,36.92,7.02,2.16,99.01,0.045,0.0,1
EXP_068,BATCH_C,150,37.07,7.0,2.23,98.18,0.045,0.0,1
EXP_068,BATCH_C,165,36.75,7.06,2.22,96.16,0.045,0.0,1
EXP_068,BATCH_C,180,36.9,7.12,1.62,98.4,0.045,0.0,1
EXP_068,BATCH_C,195,37.02,7.04,1.83,97.01,0.045,0.0,1
EXP_068,BATCH_C,210,36.94,7.13,2.12,96.44,0.045,0.0,1
EXP_068,BATCH_C,225,36.88,7.12,2.06,93.67,0.045,0.114,4
EXP_068,BATCH_C,240,36.91,7.09,2.91,96.96,0.068,0.02,2
EXP_068,BATCH_C,255,37.13,7.03,2.62,97.07,0.049,0.0,1
EXP_068,BATCH_C,270,36.87,7.1,2.9,98.99,0.045,0.029,1
EXP_068,BATCH_C,285,37.02,7.06,2.98,88.05,0.055,0.22,6
EXP_068,BATCH_C,300,36.95,7.12,4.94,95.45,0.089,0.0,1
EXP_068,BATCH_C,315,36.9,6.97,1.86,93.51,0.045,0.067,2
EXP_068,BATCH_C,330,37.08,7.23,4.26,80.87,0.102,0.263,7
EXP_068,BATCH_C,345,36.98,7.1,5.38,93.22,0.098,0.103,3
EXP_068,BATCH_C,360,37.02,7.1,6.08,87.89,0.123,0.171,5
EXP_068,BATCH_C,375,36.75,7.01,6.69,84.07,0.132,0.26,6
EXP_068,BATCH_C,390,36.84,7.11,8.55,86.17,0.175,0.233,6
EXP_068,BATCH_C,405,37.05,7.0,8.98,90.14,0.178,0.089,3
EXP_068,BATCH_C,420,37.03,7.07,9.96,77.35,0.193,0.339,8
EXP_068,BATCH_C,435,37.14,7.05,11.86,74.39,0.246,0.393,9
EXP_068,BATCH_C,450,36.94,6.97,13.28,82.26,0.271,0.253,6
EXP_068,BATCH_C,465,36.83,6.94,15.75,73.55,0.297,0.385,9
EXP_068,BATCH_C,480,37.18,7.01,17.98,68.16,0.348,0.498,10
EXP_068,BATCH_C,495,37.11,6.98,19.78,66.09,0.396,0.524,10
EXP_068,BATCH_C,510,36.9,6.93,22.91,63.07,0.453,0.502,10
EXP_068,BATCH_C,525,36.95,6.87,24.91,55.44,0.497,0.677,10
EXP_068,BATCH_C,540,36.96,6.87,29.3,56.43,0.588,0.609,10
EXP_068,BATCH_C,555,37.01,6.87,30.87,54.85,0.619,0.666,10
EXP_068,BATCH_C,570,37.02,6.85,36.04,39.29,0.722,0.957,10
EXP_068,BATCH_C,585,36.97,6.75,39.7,46.4,0.81,0.727,10
EXP_068,BATCH_C,600,36.92,6.78,44.01,55.27,0.867,0.559,10
EXP_068,BATCH_C,615,37.05,6.78,46.35,31.07,0.922,0.974,10
EXP_068,BATCH_C,630,36.8,6.64,53.22,15.41,1.062,1.257,10
EXP_068,BATCH_C,645,36.9,6.65,58.35,35.34,1.173,0.811,10
EXP_068,BATCH_C,660,37.01,6.63,60.53,23.14,1.224,0.983,10
EXP_068,BATCH_C,675,37.1,6.47,68.81,5.71,1.37,1.307,10
EXP_068,BATCH_C,690,36.87,6.55,73.9,24.4,1.485,0.858,10
EXP_068,BATCH_C,705,37.25,6.49,76.91,40.05,1.541,0.525,10
EXP_068,BATCH_C,720,37.07,6.42,79.5,17.12,1.59,1.03,10
EXP_068,BATCH_C,735,36.82,6.42,87.77,7.23,1.747,1.094,10
EXP_068,BATCH_C,750,37.06,6.37,90.93,28.76,1.809,0.696,10
EXP_068,BATCH_C,765,36.92,6.35,94.3,21.9,1.887,0.756,10
EXP_068,BATCH_C,780,37.11,6.22,98.42,20.21,1.96,0.795,10
EXP_068,BATCH_C,795,36.93,6.24,102.01,24.59,2.046,0.672,10
EXP_068,BATCH_C,810,36.98,6.33,105.16,30.24,2.095,0.539,10
EXP_068,BATCH_C,825,36.83,6.25,106.98,20.2,2.153,0.707,10
EXP_068,BATCH_C,840,37.04,6.36,112.88,28.64,2.236,0.506,10
EXP_068,BATCH_C,855,37.1,6.22,112.46,30.59,2.255,0.407,9
EXP_068,BATCH_C,870,36.84,6.27,116.23,28.34,2.318,0.492,10
EXP_068,BATCH_C,885,37.02,6.1,118.16,29.95,2.353,0.413,9
EXP_068,BATCH_C,900,36.88,6.08,120.85,33.11,2.4,0.353,9
EXP_068,BATCH_C,915,37.01,6.13,120.71,45.66,2.424,0.089,2
EXP_068,BATCH_C,930,37.03,6.19,119.63,39.14,2.418,0.225,5
EXP_068,BATCH_C,945,37.07,6.1,123.5,38.65,2.469,0.195,5
EXP_068,BATCH_C,960,37.15,6.14,123.48,43.29,2.457,0.111,3
EXP_068,BATCH_C,975,36.95,6.1,124.49,35.06,2.491,0.268,6
EXP_068,BATCH_C,990,36.78,6.12,125.64,37.5,2.511,0.22,5
EXP_068,BATCH_C,1005,36.97,5.97,127.36,44.12,2.535,0.082,3
EXP_068,BATCH_C,1020,36.84,6.15,126.32,44.94,2.527,0.022,2
EXP_068,BATCH_C,1035,37.14,6.14,126.62,48.33,2.539,0.052,2
EXP_068,BATCH_C,1050,37.17,6.03,127.22,46.64,2.538,0.0,1
EXP_068,BATCH_C,1065,36.95,6.09,126.57,46.08,2.538,0.042,1
EXP_068,BATCH_C,1080,37.16,6.03,127.84,45.52,2.546,0.078,3
EXP_068,BATCH_C,1095,37.05,6.06,128.74,41.89,2.554,0.114,3
EXP_068,BATCH_C,1110,37.13,6.07,127.29,33.24,2.569,0.25,5
EXP_068,BATCH_C,1125,36.93,6.15,130.88,33.11,2.604,0.309,7
EXP_068,BATCH_C,1140,36.88,6.03,131.58,36.84,2.631,0.174,5
EXP_068,BATCH_C,1155,37.09,6.16,132.59,47.35,2.639,0.0,1
EXP_068,BATCH_C,1170,36.88,6.2,128.18,48.73,2.58,0.0,1
EXP_068,BATCH_C,1185,36.96,6.13,129.16,46.38,2.595,0.0,1
EXP_068,BATCH_C,1200,37.04,6.08,129.09,44.73,2.573,0.049,2
EXP_068,BATCH_C,1215,36.83,6.12,130.99,37.27,2.605,0.165,5
EXP_068,BATCH_C,1230,36.82,6.02,130.79,45.64,2.606,0.0,1
EXP_068,BATCH_C,1245,37.05,6.0,129.17,48.32,2.59,0.013,1
EXP_068,BATCH_C,1260,36.88,6.09,130.22,40.3,2.608,0.197,4
EXP_068,BATCH_C,1275,37.01,6.05,131.85,47.24,2.629,0.027,2
EXP_068,BATCH_C,1290,37.03,6.03,130.75,46.52,2.614,0.0,2
EXP_068,BATCH_C,1305,37.1,6.14,130.58,44.91,2.597,0.0,1
EXP_068,BATCH_C,1320,36.89,6.03,129.06,48.22,2.592,0.004,1
EXP_068,BATCH_C,1335,36.93,6.06,130.16,43.25,2.598,0.0,1
EXP_068,BATCH_C,1350,37.01,6.08,128.58,44.67,2.582,0.062,3
EXP_068,BATCH_C,1365,37.14,5.93,129.93,46.59,2.61,0.03,2
EXP_068,BATCH_C,1380,37.17,6.07,129.2,41.91,2.588,0.088,2
EXP_068,BATCH_C,1395,36.96,6.04,131.58,36.38,2.628,0.166,3
EXP_068,BATCH_C,1410,37.04,6.11,131.84,45.27,2.622,0.0,1
EXP_068,BATCH_C,1425,36.85,5.97,131.22,48.07,2.621,0.0,2
EXP_068,BATCH_C,1440,37.03,6.09,130.14,48.12,2.615,0.037,2
EXP_068,BATCH_C,1455,37.01,6.08,132.17,45.51,2.628,0.0,1
EXP_068,BATCH_C,1470,37.12,6.04,129.44,43.39,2.613,0.059,2
EXP_068,BATCH_C,1485,36.91,6.08,131.33,51.06,2.64,0.0,1
EXP_068,BATCH_C,1500,37.14,6.05,129.29,48.55,2.6,0.0,1
EXP_068,BATCH_C,1515,36.91,6.04,131.68,41.43,2.628,0.084,3
EXP_068,BATCH_C,1530,36.97,6.09,130.15,44.55,2.617,0.017,2
EXP_068,BATCH_C,1545,36.83,6.04,131.79,48.74,2.632,0.0,1
EXP_068,BATCH_C,1560,36.81,6.0,130.64,49.62,2.598,0.0,1
EXP_068,BATCH_C,1575,37.06,6.01,128.32,35.72,2.582,0.167,4
EXP_068,BATCH_C,1590,36.97,6.07,131.56,36.87,2.632,0.222,7
EXP_068,BATCH_C,1605,36.86,6.02,131.34,46.55,2.627,0.0,1
EXP_068,BATCH_C,1620,37.09,6.08,132.2,46.44,2.626,0.0,2
EXP_068,BATCH_C,1635,36.91,6.0,130.31,43.48,2.599,0.067,2
EXP_068,BATCH_C,1650,36.86,6.08,132.71,42.0,2.64,0.034,1
EXP_068,BATCH_C,1665,36.92,6.02,130.7,44.26,2.606,0.0,2
EXP_068,BATCH_C,1680,36.98,6.1,129.97,44.88,2.61,0.013,1
EXP_068,BATCH_C,1695,36.82,6.04,129.94,46.93,2.608,0.0,1
EXP_068,BATCH_C,1710,37.2,6.01,129.65,45.62,2.593,0.028,1
EXP_068,BATCH_C,1725,36.91,6.1,129.99,40.43,2.614,0.097,2
EXP_068,BATCH_C,1740,36.91,6.1,130.38,44.11,2.612,0.074,2
EXP_068,BATCH_C,1755,37.12,6.07,130.98,45.27,2.629,0.0,1
EXP_068,BATCH_C,1770,37.04,6.08,128.28,45.36,2.576,0.0,1
EXP_068,BATCH_C,1785,36.98,6.09,131.05,37.98,2.609,0.174,5
EXP_068,BATCH_C,1800,36.72,5.97,131.46,42.7,2.61,0.079,3
EXP_068,BATCH_C,1815,36.99,5.94,131.77,41.96,2.625,0.065,2
EXP_068,BATCH_C,1830,37.07,6.0,130.58,43.57,2.623,0.034,1
EXP_068,BATCH_C,1845,36.88,6.06,131.81,45.1,2.632,0.0,1
EXP_068,BATCH_C,1860,36.93,6.06,130.29,40.32,2.614,0.124,3
EXP_068,BATCH_C,1875,36.98,6.13,133.32,43.15,2.657,0.06,2
EXP_068,BATCH_C,1890,37.14,6.07,131.13,46.07,2.626,0.0,1
EXP_068,BATCH_C,1905,37.13,6.04,129.42,42.72,2.593,0.082,2
EXP_068,BATCH_C,1920,36.99,6.12,132.07,40.66,2.642,0.118,4
EXP_068,BATCH_C,1935,36.95,6.0,130.22,45.08,2.616,0.0,1
EXP_068,BATCH_C,1950,37.17,6.09,130.77,47.5,2.616,0.017,2
EXP_068,BATCH_C,1965,37.02,5.95,131.57,43.9,2.62,0.0,1
EXP_068,BATCH_C,1980,37.12,6.08,129.94,44.87,2.614,0.0,1
EXP_068,BATCH_D,0,36.98,7.05,1.53,97.19,0.045,0.0,1
EXP_068,BATCH_D,15,37.03,7.15,2.16,96.48,0.045,0.0,1
EXP_068,BATCH_D,30,36.94,7.07,3.03,98.72,0.045,0.0,1
EXP_068,BATCH_D,45,37.0,7.07,2.13,100.0,0.045,0.0,2
EXP_068,BATCH_D,60,36.94,7.03,2.03,100.0,0.045,0.0,1
EXP_068,BATCH_D,75,37.1,7.16,2.66,96.63,0.045,0.0,1
EXP_068,BATCH_D,90,37.08,7.04,2.32,96.3,0.045,0.0,1
EXP_068,BATCH_D,105,37.11,7.1,1.96,99.46,0.045,0.0,1
EXP_068,BATCH_D,120,36.98,7.04,2.15,97.35,0.045,0.0,1
EXP_068,BATCH_D,135,36.89,7.05,2.78,97.03,0.045,0.0,1
EXP_068,BATCH_D,150,37.0,7.08,1.58,96.77,0.045,0.0,1
EXP_068,BATCH_D,165,37.19,7.16,2.79,97.23,0.045,0.0,2
EXP_068,BATCH_D,180,37.13,7.09,1.69,98.31,0.045,0.0,2
EXP_068,BATCH_D,195,36.98,7.1,1.75,96.81,0.045,0.0,2
EXP_068,BATCH_D,210,37.03,7.11,2.23,97.68,0.045,0.0,1
EXP_068,BATCH_D,225,37.04,7.07,2.62,98.72,0.045,0.0,1
EXP_068,BATCH_D,240,36.89,7.13,3.04,97.83,0.045,0.0,1
EXP_068,BATCH_D,255,37.0,7.07,1.8,96.67,0.045,0.043,1
EXP_068,BATCH_D,270,36.98,7.03,2.89,95.59,0.054,0.013,2
EXP_068,BATCH_D,285,36.92,7.06,2.67,86.09,0.048,0.208,5
EXP_068,BATCH_D,300,37.03,7.01,4.39,89.05,0.095,0.156,5
EXP_068,BATCH_D,315,36.75,6.99,4.29,92.32,0.079,0.089,3
EXP_068,BATCH_D,330,37.06,7.06,6.18,95.56,0.113,0.0,1
EXP_068,BATCH_D,345,37.03,7.15,3.17,92.24,0.065,0.075,2
EXP_068,BATCH_D,360,37.12,7.04,5.78,85.14,0.128,0.154,4
EXP_068,BATCH_D,375,36.97,7.12,5.2,89.96,0.095,0.133,4
EXP_068,BATCH_D,390,36.94,7.03,8.19,68.05,0.154,0.495,10
EXP_068,BATCH_D,405,37.03,7.05,9.95,85.89,0.194,0.181,4
EXP_068,BATCH_D,420,37.14,7.0,9.33,85.55,0.191,0.19,5
EXP_068,BATCH_D,435,37.05,7.01,11.12,82.08,0.232,0.21,5
EXP_068,BATCH_D,450,37.02,6.94,12.32,82.92,0.233,0.215,5
EXP_068,BATCH_D,465,37.04,7.06,13.6,77.96,0.275,0.313,8
EXP_068,BATCH_D,480,36.92,7.05,15.08,73.35,0.295,0.433,8
EXP_068,BATCH_D,495,36.99,6.99,17.65,65.7,0.362,0.518,10
EXP_068,BATCH_D,510,37.08,6.95,20.43,80.98,0.399,0.186,4
EXP_068,BATCH_D,525,37.02,6.87,19.22,78.14,0.399,0.208,5
EXP_068,BATCH_D,540,37.05,6.95,21.78,56.54,0.441,0.623,10
EXP_068,BATCH_D,555,36.93,6.99,25.91,55.29,0.523,0.677,10
EXP_068,BATCH_D,570,37.14,6.87,29.21,59.68,0.576,0.533,10
EXP_068,BATCH_D,585,36.96,6.96,31.37,42.95,0.63,0.852,10
EXP_068,BATCH_D,600,36.9,6.81,37.83,46.47,0.746,0.696,10
EXP_068,BATCH_D,615,37.01,6.89,38.53,55.58,0.769,0.541,10
EXP_068,BATCH_D,630,37.0,6.77,42.86,35.23,0.855,0.969,10
EXP_068,BATCH_D,645,36.96,6.78,47.8,44.94,0.963,0.733,10
EXP_068,BATCH_D,660,37.08,6.69,50.42,33.67,1.001,0.883,10
EXP_068,BATCH_D,675,36.84,6.59,55.65,23.07,1.14,1.081,10
EXP_068,BATCH_D,690,36.94,6.55,60.06,18.88,1.217,1.091,10
EXP_068,BATCH_D,705,37.12,6.59,67.67,10.42,1.358,1.228,10
EXP_068,BATCH_D,720,37.0,6.62,73.05,14.0,1.463,1.13,10
EXP_068,BATCH_D,735,37.01,6.43,79.2,12.6,1.584,1.085,10
EXP_068,BATCH_D,750,36.99,6.38,84.35,11.46,1.68,1.043,10
EXP_068,BATCH_D,765,36.96,6.38,89.05,6.96,1.793,1.158,10
EXP_068,BATCH_D,780,36.92,6.39,96.0,3.94,1.912,1.132,10
EXP_068,BATCH_D,795,36.98,6.28,101.07,0.0,2.019,1.243,10
EXP_068,BATCH_D,810,36.88,6.21,108.15,0.0,2.16,1.339,10
EXP_068,BATCH_D,825,36.99,6.19,113.59,9.47,2.287,0.845,10
EXP_068,BATCH_D,840,36.95,6.2,117.13,9.74,2.329,0.818,10
EXP_068,BATCH_D,855,36.88,6.18,123.27,0.0,2.45,1.203,10
EXP_068,BATCH_D,870,36.98,6.11,128.7,1.69,2.57,0.9,10
EXP_068,BATCH_D,885,37.03,6.06,132.55,11.32,2.63,0.633,10
EXP_068,BATCH_D,900,36.88,6.04,135.11,4.06,2.697,0.846,10
EXP_068,BATCH_D,915,37.09,5.94,140.28,0.0,2.799,0.875,10
EXP_068,BATCH_D,930,36.92,6.01,143.72,7.45,2.872,0.681,10
EXP_068,BATCH_D,945,37.0,5.98,146.21,0.03,2.936,0.811,10
EXP_068,BATCH_D,960,37.02,5.95,151.05,3.13,3.034,0.74,10
EXP_068,BATCH_D,975,37.0,5.92,152.6,11.26,3.084,0.502,10
EXP_068,BATCH_D,990,36.8,5.82,157.39,20.05,3.134,0.343,8
EXP_068,BATCH_D,1005,37.09,5.84,157.93,8.6,3.152,0.527,10
EXP_068,BATCH_D,1020,36.75,5.84,162.09,0.0,3.239,0.68,10
EXP_068,BATCH_D,1035,36.94,5.8,164.64,22.37,3.288,0.206,5
EXP_068,BATCH_D,1050,37.16,5.83,164.03,28.5,3.281,0.086,3
EXP_068,BATCH_D,1065,37.03,5.8,165.58,6.67,3.305,0.495,10
EXP_068,BATCH_D,1080,37.09,5.88,169.04,7.94,3.38,0.469,10
EXP_068,BATCH_D,1095,36.99,5.87,170.09,10.58,3.399,0.382,10
EXP_068,BATCH_D,1110,37.03,5.76,173.73,22.12,3.456,0.148,4
EXP_068,BATCH_D,1125,36.96,5.75,171.07,28.49,3.429,0.0,1
EXP_068,BATCH_D,1140,36.95,5.75,172.08,14.77,3.453,0.278,6
EXP_068,BATCH_D,1155,36.99,5.76,173.6,8.08,3.484,0.383,8
EXP_068,BATCH_D,1170,37.01,5.71,177.06,19.07,3.529,0.165,5
EXP_068,BATCH_D,1185,36.98,5.71,176.0,27.64,3.517,0.0,1
EXP_068,BATCH_D,1200,37.06,5.67,175.44,25.89,3.514,0.034,1
EXP_068,BATCH_D,1215,37.03,5.68,176.09,18.6,3.524,0.193,5
EXP_068,BATCH_D,1230,37.04,5.66,177.14,25.98,3.553,0.007,1
EXP_068,BATCH_D,1245,37.19,5.71,176.37,24.44,3.526,0.079,3
EXP_068,BATCH_D,1260,37.03,5.7,179.09,12.25,3.568,0.266,7
EXP_068,BATCH_D,1275,37.06,5.63,178.02,20.42,3.579,0.132,4
EXP_068,BATCH_D,1290,37.03,5.7,179.05,21.24,3.595,0.111,2
EXP_068,BATCH_D,1305,37.19,5.65,180.66,29.04,3.601,0.0,2
EXP_068,BATCH_D,1320,37.01,5.59,178.98,27.23,3.576,0.0,2
EXP_068,BATCH_D,1335,36.96,5.71,177.13,18.53,3.553,0.182,4
EXP_068,BATCH_D,1350,36.99,5.73,181.92,10.04,3.613,0.311,6
EXP_068,BATCH_D,1365,37.05,5.64,180.49,23.26,3.615,0.0,1
EXP_068,BATCH_D,1380,36.86,5.66,179.57,27.83,3.598,0.02,2
EXP_068,BATCH_D,1395,37.04,5.71,181.53,17.54,3.619,0.134,4
EXP_068,BATCH_D,1410,36.83,5.68,181.63,29.46,3.624,0.0,2
EXP_068,BATCH_D,1425,36.75,5.61,179.76,26.95,3.603,0.0,1
EXP_068,BATCH_D,1440,37.08,5.78,180.09,28.05,3.596,0.0,1
EXP_068,BATCH_D,1455,36.87,5.74,177.36,18.14,3.559,0.188,5
EXP_068,BATCH_D,1470,36.97,5.66,181.82,5.79,3.634,0.408,9
EXP_068,BATCH_D,1485,37.07,5.63,181.94,25.51,3.64,0.0,1
EXP_068,BATCH_D,1500,36.97,5.65,179.16,26.17,3.582,0.0,1
EXP_068,BATCH_D,1515,36.98,5.63,181.79,22.58,3.628,0.089,3
EXP_068,BATCH_D,1530,36.96,5.71,180.4,27.8,3.6,0.0,1
EXP_068,BATCH_D,1545,36.99,5.68,180.23,21.77,3.611,0.133,4
EXP_068,BATCH_D,1560,36.92,5.67,180.9,26.26,3.627,0.0,1
EXP_068,BATCH_D,1575,37.04,5.68,180.41,22.9,3.608,0.0,1
EXP_068,BATCH_D,1590,37.17,5.56,181.3,25.35,3.626,0.021,1
EXP_068,BATCH_D,1605,37.13,5.71,180.82,28.18,3.612,0.0,1
EXP_068,BATCH_D,1620,37.11,5.67,180.36,27.32,3.594,0.0,1
EXP_068,BATCH_D,1635,37.11,5.67,179.73,22.61,3.591,0.107,4
EXP_068,BATCH_D,1650,37.0,5.7,180.14,18.71,3.616,0.107,3
EXP_068,BATCH_D,1665,36.98,5.69,180.42,26.13,3.613,0.0,1
EXP_068,BATCH_D,1680,37.15,5.59,179.99,26.91,3.609,0.0,1
EXP_068,BATCH_D,1695,36.99,5.71,179.69,27.26,3.598,0.0,1
EXP_068,BATCH_D,1710,37.06,5.7,179.7,18.05,3.588,0.173,5
EXP_068,BATCH_D,1725,36.91,5.62,181.39,20.21,3.633,0.088,3
EXP_068,BATCH_D,1740,36.93,5.68,180.07,24.49,3.606,0.0,1
EXP_068,BATCH_D,1755,37.09,5.68,180.75,23.84,3.614,0.063,3
EXP_068,BATCH_D,1770,36.95,5.67,181.13,24.22,3.619,0.0,1
EXP_068,BATCH_D,1785,36.91,5.66,178.98,24.86,3.597,0.105,3
EXP_068,BATCH_D,1800,36.84,5.67,182.12,24.12,3.64,0.08,3
EXP_068,BATCH_D,1815,36.82,5.68,180.36,26.72,3.613,0.0,1
EXP_068,BATCH_D,1830,37.03,5.73,181.56,27.72,3.62,0.0,1
EXP_068,BATCH_D,1845,37.02,5.67,179.27,27.37,3.594,0.0,1
EXP_068,BATCH_D,1860,37.04,5.6,178.73,20.9,3.59,0.146,4
EXP_068,BATCH_D,1875,37.08,5.6,180.96,18.43,3.623,0.16,4
EXP_068,BATCH_D,1890,36.87,5.59,180.8,26.98,3.622,0.0,2
EXP_068,BATCH_D,1905,37.19,5.69,180.5,27.28,3.613,0.0,1
EXP_068,BATCH_D,1920,37.0,5.66,180.77,26.39,3.62,0.0,1
EXP_068,BATCH_D,1935,37.03,5.66,180.05,26.19,3.6,0.025,1
